Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
UMNO,ASIAH MD ARIFF,10039,9051,2004,JOHOR,JOHOR LAMA,156-037,MENANG,11027,91.04017412,15192,69,27,4,8,0,0,0
PAS,MUNIAM HASSAN,988,0,2004,JOHOR,JOHOR LAMA,156-037,KALAH,11027,8.959825882,15192,69,27,4,8,0,0,0
UMNO,DR AZAM RAUDZAN,0,0,2004,JOHOR,PENAWAR,157-038,MENANG,0,0.0,15549,98,0,1,0,0,0,0
UMNO,HARUN ABDULLAH,10360,9796,2004,JOHOR,TANJONG SURAT,157-039,MENANG,10924,94.83705602,15408,72,27,1,1,0,0,0
PAS,MUHRAM MUHAMED,564,0,2004,JOHOR,TANJONG SURAT,157-039,KALAH,10924,5.162943977,15408,72,27,1,1,0,0,0
UMNO,MAULIZAN BUJANG,18482,15595,2004,JOHOR,TIRAM,158-040,MENANG,21369,86.48977491,29463,50,34,15,1,0,0,0
PAS,ROSLANI SHARIFF,2887,0,2004,JOHOR,TIRAM,158-040,KALAH,21369,13.51022509,29463,50,34,15,1,0,0,0
UMNO,ABDUL HALIM SULEIMAN,14677,12340,2004,JOHOR,PUTERI WANGSA,158-041,MENANG,17014,86.26425297,23181,53,35,12,1,0,0,0
PKR,ABDUL RAZAK AHMAD,2337,0,2004,JOHOR,PUTERI WANGSA,158-041,KALAH,17014,13.73574703,23181,53,35,12,1,0,0,0
MCA,TAN CHE PUK,19121,15395,2004,JOHOR,JOHOR JAYA,159-042,MENANG,24561,77.8510647,33299,44,48,8,1,0,0,0
DAP,SEY JOCK,3726,0,2004,JOHOR,JOHOR JAYA,159-042,KALAH,24561,15.17039209,33299,44,48,8,1,0,0,0
PKR,LOW CHING KUANG,1714,0,2004,JOHOR,JOHOR JAYA,159-042,KALAH,24561,6.978543219,33299,44,48,8,1,0,0,0
MIC,DATUK KS BALAKRISHNAN,15632,10805,2004,JOHOR,PERMAS,159-043,MENANG,20459,76.40647148,27872,51,44,5,1,0,0,0
PAS,SYED OTHMAN SYED ABDULLAH,4827,0,2004,JOHOR,PERMAS,159-043,KALAH,20459,23.59352852,27872,51,44,5,1,0,0,0
UMNO,ALI MOHAMED,26191,19676,2004,JOHOR,TANJONG PUTERI,160-044,MENANG,32706,80.08010763,47598,60,34,6,1,0,0,0
PKR,DR ZALEHA MUSTAFFA,6515,0,2004,JOHOR,TANJONG PUTERI,160-044,KALAH,32706,19.91989237,47598,60,34,6,1,0,0,0
MCA,FREDDIE LONG HOO HIN @ LONG AH HUI,22659,16745,2004,JOHOR,STULANG,160-045,MENANG,28573,79.30213838,43510,39,55,5,1,0,0,0
DAP,NRMAN JOSEPH FERNANDEZ,5914,0,2004,JOHOR,STULANG,160-045,KALAH,28573,20.69786162,43510,39,55,5,1,0,0,0
MCA,LOW TEH HIAN,23321,18918,2004,JOHOR,PENGKALAN RINTING,161-046,MENANG,27724,84.11845333,41909,52,38,9,1,0,0,0
PAS,RAHMAHTULLAH ABDUL,4403,0,2004,JOHOR,PENGKALAN RINTING,161-046,KALAH,27724,15.88154667,41909,52,38,9,1,0,0,0
UMNO,OSMAN SAPIAN,19088,15918,2004,JOHOR,KEMPAS,161-047,MENANG,22258,85.75792973,31347,54,38,8,0,0,0,0
PAS,IBRAHIM MASRAN,3170,0,2004,JOHOR,KEMPAS,161-047,KALAH,22258,14.24207027,31347,54,38,8,0,0,0,0
GERAKAN,TEO ENG YEE @ TEO KOK CHEE,15573,2193,2004,JOHOR,SKUDAI,162-048,MENANG,28953,53.78717231,40268,22,67,11,0,0,0,0
DAP,BOO CHENG HAU,13380,0,2004,JOHOR,SKUDAI,162-048,KALAH,28953,46.21282769,40268,22,67,11,0,0,0,0
UMNO,ABDUL AZIZ SAPIAN,18452,14776,2004,JOHOR,NUSA JAYA,162-049,MENANG,22128,83.38756327,29755,49,39,11,1,0,0,0
PAS,ZULKARNIAN YAP ABDULLAH,3676,0,2004,JOHOR,NUSA JAYA,162-049,KALAH,22128,16.61243673,29755,49,39,11,1,0,0,0
UMNO,ZAINAL ABIDIN JIDIN,9194,7826,2004,JOHOR,BUKIT PERMAI,163-050,MENANG,10562,87.04790759,14098,52,38,10,0,0,0,0
PAS,MD FARIDZ MOHD SALLEH,1368,0,2004,JOHOR,BUKIT PERMAI,163-050,KALAH,10562,12.95209241,14098,52,38,10,0,0,0,0
GERAKAN,CHEONG CHIN LIANG,10301,7235,2004,JOHOR,BUKIT BATU,163-051,MENANG,13367,77.06291614,17705,32,61,7,0,0,0,0
PKR,LIEW SHIN KHEONG,3066,0,2004,JOHOR,BUKIT BATU,163-051,KALAH,13367,22.93708386,17705,32,61,7,0,0,0,0
MCA,CHUN YOONG FOOK,13884,5294,2004,JOHOR,SENAI,163-052,MENANG,22474,61.77805464,30470,22,67,10,0,0,0,0
DAP,ONG KOW MENG,8590,0,2004,JOHOR,SENAI,163-052,KALAH,22474,38.22194536,30470,22,67,10,0,0,0,0
UMNO,SALEHAN SUNGOT,11238,8231,2004,JOHOR,BENUT,164-053,MENANG,14245,78.89083889,19478,79,21,0,0,0,0,0
PAS,AZLISHAM AZHAR,3007,0,2004,JOHOR,BENUT,164-053,KALAH,14245,21.10916111,19478,79,21,0,0,0,0,0
MCA,TEE SIEW KIONG,14199,10217,2004,JOHOR,PULAI SEBATANG,164-054,MENANG,18181,78.09801441,24899,60,39,2,0,0,0,0
PAS,RADEN SOROBO PONO,3982,0,2004,JOHOR,PULAI SEBATANG,164-054,KALAH,18181,21.90198559,24899,60,39,2,0,0,0,0
MCA,WEE JECK SENG,15395,11162,2004,JOHOR,PEKAN NENAS,165-055,MENANG,19628,78.43386998,26607,38,61,1,0,0,0,0
DAP,TAN HAW MENG,4233,0,2004,JOHOR,PEKAN NENAS,165-055,KALAH,19628,21.56613002,26607,38,61,1,0,0,0,0
UMNO,JAMALIAH @ JAMILAH ENDAN,11544,9941,2004,JOHOR,KUKUP,165-056,MENANG,13147,87.80710428,17968,70,29,1,0,0,0,0
PAS,AHMAD SANI KERMAT,1603,0,2004,JOHOR,KUKUP,165-056,KALAH,13147,12.19289572,17968,70,29,1,0,0,0,0
UMNO,DATU AMIR KAHAR BIN DATU MUSTAPHA,2372,392,2004,SABAH,BANGGI,167-001,MENANG,4559,52.02895372,13594,0,0,0,0,0,0,0
IND,MURSALIM BIN TANJUL,1980,0,2004,SABAH,BANGGI,167-001,KALAH,4559,43.43057688,13594,0,0,0,0,0,0,0
PKR,MUSLIMIN BIN ARIP,207,0,2004,SABAH,BANGGI,167-001,KALAH,4559,4.540469401,13594,0,0,0,0,0,0,0
LDP,CHONG KAH KIAT,6234,2993,2004,SABAH,TANJONG KAPAR,167-002,MENANG,12533,49.74068459,14517,0,0,0,0,0,0,0
IND,OMAR BIN MOHD AJI,3241,0,2004,SABAH,TANJONG KAPAR,167-002,KALAH,12533,25.85973031,14517,0,0,0,0,0,0,0
IND,KONG HONG MING,1877,0,2004,SABAH,TANJONG KAPAR,167-002,KALAH,12533,14.97646214,14517,0,0,0,0,0,0,0
IND,WONG PHIN CHUNG,1035,0,2004,SABAH,TANJONG KAPAR,167-002,KALAH,12533,8.258198356,14517,0,0,0,0,0,0,0
BERSEKUTU,SANTONG BIN ANGKAP,52,0,2004,SABAH,TANJONG KAPAR,167-002,KALAH,12533,0.414904652,14517,0,0,0,0,0,0,0
PKR,ALEXANDER ANTHONY,50,0,2004,SABAH,TANJONG KAPAR,167-002,KALAH,12533,0.39894678,14517,0,0,0,0,0,0,0
PASOK,BENSALI BIN EBRAHIM,44,0,2004,SABAH,TANJONG KAPAR,167-002,KALAH,12533,0.351073167,14517,0,0,0,0,0,0,0
UMNO,MASRANI BIN PARMAN,3278,801,2004,SABAH,PITAS,167-003,MENANG,6474,50.63330244,13968,0,0,0,0,0,0,0
IND,OTHMAN BIN ALIASAH,2477,0,2004,SABAH,PITAS,167-003,KALAH,6474,38.26073525,13968,0,0,0,0,0,0,0
IND,MASANDUL MADEE,474,0,2004,SABAH,PITAS,167-003,KALAH,6474,7.321594069,13968,0,0,0,0,0,0,0
BERSEKUTU,ABU BAKAR BIN SIMAN,158,0,2004,SABAH,PITAS,167-003,KALAH,6474,2.440531356,13968,0,0,0,0,0,0,0
PASOK,ROSE @ ULIMSIN BTE UNGKIR,87,0,2004,SABAH,PITAS,167-003,KALAH,6474,1.343836886,13968,0,0,0,0,0,0,0
PBS,JORNAH BT MOZIHIM,4675,1274,2004,SABAH,MATUNGGONG,168-004,MENANG,8553,54.65918391,10622,0,0,0,0,0,0,0
IND,JAMES RUBINSIN B KOTULAI,3401,0,2004,SABAH,MATUNGGONG,168-004,KALAH,8553,39.76382556,10622,0,0,0,0,0,0,0
BERSEKUTU,BERMAN B ANGKAP,260,0,2004,SABAH,MATUNGGONG,168-004,KALAH,8553,3.039869052,10622,0,0,0,0,0,0,0
IND,JAUNING @ TOMMY B MALUKIS,217,0,2004,SABAH,MATUNGGONG,168-004,KALAH,8553,2.537121478,10622,0,0,0,0,0,0,0
PBS,MAXIMUS @ JOHNITY B ONGKILI,5069,2713,2004,SABAH,TANDEK,168-005,MENANG,9394,53.95997445,18652,0,0,0,0,0,0,0
IND,JOHE @ GEORGE BIN SANGKIN,2356,0,2004,SABAH,TANDEK,168-005,KALAH,9394,25.07983819,18652,0,0,0,0,0,0,0
IND,ANDONNY PILIT @ ANTHONY BIRI MANDIAU,692,0,2004,SABAH,TANDEK,168-005,KALAH,9394,7.366404088,18652,0,0,0,0,0,0,0
IND,UNGGAS @ SHAHNUAR BIN BODOK,685,0,2004,SABAH,TANDEK,168-005,KALAH,9394,7.291888439,18652,0,0,0,0,0,0,0
PKR,ABDUL KAHAR B ABDUL RAHMAN,592,0,2004,SABAH,TANDEK,168-005,KALAH,9394,6.301894826,18652,0,0,0,0,0,0,0
UMNO,PANDIKAR AMIN B MULIA,6044,3440,2004,SABAH,TEMPASUK,169-006,MENANG,10286,58.7594789,7815,0,0,0,0,0,0,0
IND,DIGONG B ABD RASHID,2604,0,2004,SABAH,TEMPASUK,169-006,KALAH,10286,25.31596345,7815,0,0,0,0,0,0,0
BERSEKUTU,JOSLI B PADIS,916,0,2004,SABAH,TEMPASUK,169-006,KALAH,10286,8.905308186,7815,0,0,0,0,0,0,0
PAS,BANDIRA B SIALANG,426,0,2004,SABAH,TEMPASUK,169-006,KALAH,10286,4.141551624,7815,0,0,0,0,0,0,0
IND,RAZAK B RAKUNMAN,296,0,2004,SABAH,TEMPASUK,169-006,KALAH,10286,2.877697842,7815,0,0,0,0,0,0,0
PBS,TIMBON @ HERBERT B LAGADAN,5019,3175,2004,SABAH,KADAMAIAN,169-007,MENANG,8942,56.12838291,19437,0,0,0,0,0,0,0
IND,MAIDOM @ PAUL B PANSAI,1844,0,2004,SABAH,KADAMAIAN,169-007,KALAH,8942,20.62178484,19437,0,0,0,0,0,0,0
IND,DAIBI B MANDADI,1652,0,2004,SABAH,KADAMAIAN,169-007,KALAH,8942,18.47461418,19437,0,0,0,0,0,0,0
IND,JOHNNY @ LYON B GILONG,256,0,2004,SABAH,KADAMAIAN,169-007,KALAH,8942,2.862894207,19437,0,0,0,0,0,0,0
SETIA,SABAGANG @ HANDRY B RUMPIT,171,0,2004,SABAH,KADAMAIAN,169-007,KALAH,8942,1.912323865,19437,0,0,0,0,0,0,0
UMNO,JAPLIN B AKIM,5950,1735,2004,SABAH,USUKAN,169-008,MENANG,10700,55.60747664,11327,0,0,0,0,0,0,0
IND,SAIJAN B SAMIT,4215,0,2004,SABAH,USUKAN,169-008,KALAH,10700,39.39252336,11327,0,0,0,0,0,0,0
PAS,NORBIN B ALOH,413,0,2004,SABAH,USUKAN,169-008,KALAH,10700,3.859813084,11327,0,0,0,0,0,0,0
BERSEKUTU,IBRAHIM B LINGGAM,122,0,2004,SABAH,USUKAN,169-008,KALAH,10700,1.140186916,11327,0,0,0,0,0,0,0
PBS,JAHID @ NOORDIN B JAHIM,6775,5758,2004,SABAH,TAMPARULI,170-009,MENANG,9639,70.28737421,8544,0,0,0,0,0,0,0
IND,HANNIS B GIBUNG,1017,0,2004,SABAH,TAMPARULI,170-009,KALAH,9639,10.55088702,8544,0,0,0,0,0,0,0
PKR,ROSNAH @ ROSE BT ONEK,854,0,2004,SABAH,TAMPARULI,170-009,KALAH,9639,8.859840232,8544,0,0,0,0,0,0,0
IND,FABIAN ANUAR B MAIL,515,0,2004,SABAH,TAMPARULI,170-009,KALAH,9639,5.342877892,8544,0,0,0,0,0,0,0
BERSEKUTU,EDWIN SIAGIAN,478,0,2004,SABAH,TAMPARULI,170-009,KALAH,9639,4.959020645,8544,0,0,0,0,0,0,0
UMNO,HAJIJI B HAJI NOOR,7065,3482,2004,SABAH,SULAMAN,170-010,MENANG,10648,66.35048835,10897,0,0,0,0,0,0,0
PKR,UMSERY @ANSARI B ABDULLAH,3583,0,2004,SABAH,SULAMAN,170-010,KALAH,10648,33.64951165,10897,0,0,0,0,0,0,0
PBS,LOVIS RAMPAS,3712,2279,2004,SABAH,KIULU,170-011,MENANG,6123,60.62387718,15172,0,0,0,0,0,0,0
IND,JOISIN B ROMUT,1433,0,2004,SABAH,KIULU,170-011,KALAH,6123,23.40356035,15172,0,0,0,0,0,0,0
PASOK,GAIBIN B RANSAI,978,0,2004,SABAH,KIULU,170-011,KALAH,6123,15.97256247,15172,0,0,0,0,0,0,0
UMNO,JAINAB BT AHMAD,6360,2526,2004,SABAH,KARAMBUNAI,171-012,MENANG,10194,62.38964097,18036,0,0,0,0,0,0,0
PKR,SAIDATUL BADRU BT MOHD SAID,3834,0,2004,SABAH,KARAMBUNAI,171-012,KALAH,10194,37.61035903,18036,0,0,0,0,0,0,0
PBS,GOH CHIN LOK,6413,3731,2004,SABAH,INANAM,171-013,MENANG,11277,56.86796134,15566,0,0,0,0,0,0,0
DAP,HIEW KING CHEU,2682,0,2004,SABAH,INANAM,171-013,KALAH,11277,23.78292099,15566,0,0,0,0,0,0,0
IND,LEE KUAN HOH,1813,0,2004,SABAH,INANAM,171-013,KALAH,11277,16.07697083,15566,0,0,0,0,0,0,0
BERSEKUTU,LEE YUN FEN,198,0,2004,SABAH,INANAM,171-013,KALAH,11277,1.755786113,15566,0,0,0,0,0,0,0
PASOK,REJOLIN B JOHN,171,0,2004,SABAH,INANAM,171-013,KALAH,11277,1.516360734,15566,0,0,0,0,0,0,0
SAPP,LIEW TECK CHAN,6286,3993,2004,SABAH,LIKAS,172-014,MENANG,8579,73.27194312,10938,0,0,0,0,0,0,0
PKR,KONG YU KIONG,2293,0,2004,SABAH,LIKAS,172-014,KALAH,8579,26.72805688,10938,0,0,0,0,0,0,0
PBS,YEE MOH CHAI,4640,2933,2004,SABAH,API-API,172-015,MENANG,6347,73.10540413,9186,0,0,0,0,0,0,0
DAP,FUNG KONG WIN,1707,0,2004,SABAH,API-API,172-015,KALAH,6347,26.89459587,9186,0,0,0,0,0,0,0
SAPP,CHIA CHUI KET,5965,2254,2004,SABAH,LUYANG,172-016,MENANG,9676,61.64737495,17702,0,0,0,0,0,0,0
PKR,LIEW CHIN JIN,3711,0,2004,SABAH,LUYANG,172-016,KALAH,9676,38.35262505,17702,0,0,0,0,0,0,0
PBS,YONG OUI FAH,6904,4909,2004,SABAH,TANJONG ARU,173-017,MENANG,10457,66.02275987,11398,0,0,0,0,0,0,0
PKR,AWANG AHMAD SAH,1995,0,2004,SABAH,TANJONG ARU,173-017,KALAH,10457,19.07812948,11398,0,0,0,0,0,0,0
DAP,CHONG AW FAH @ STEPHEN,1440,0,2004,SABAH,TANJONG ARU,173-017,KALAH,10457,13.77067993,11398,0,0,0,0,0,0,0
PASOK,FOO AH ONONG @ONONG B OTONG,118,0,2004,SABAH,TANJONG ARU,173-017,KALAH,10457,1.128430716,11398,0,0,0,0,0,0,0
UMNO,YAHYA HUSSIN,6808,4221,2004,SABAH,PETAGAS,173-018,MENANG,9395,72.46407664,7562,0,0,0,0,0,0,0
BERSEKUTU,SALLEH BIN TIASI,2587,0,2004,SABAH,PETAGAS,173-018,KALAH,9395,27.53592336,7562,0,0,0,0,0,0,0
MCA,KHOO KEOK HAI,5472,3193,2004,SABAH,KAPAYAN,174-019,MENANG,11494,47.60744736,6743,0,0,0,0,0,0,0
IND,YUNOF @ EDWARD MERINGKING,2279,0,2004,SABAH,KAPAYAN,174-019,KALAH,11494,19.82773621,6743,0,0,0,0,0,0,0
DAP,KOK THAU LIN,1391,0,2004,SABAH,KAPAYAN,174-019,KALAH,11494,12.10196624,6743,0,0,0,0,0,0,0
IND,JIVOL @ EDMUND B DOUDILIM,1201,0,2004,SABAH,KAPAYAN,174-019,KALAH,11494,10.44892988,6743,0,0,0,0,0,0,0
IND,STEPHEN J JIMBANGAN,494,0,2004,SABAH,KAPAYAN,174-019,KALAH,11494,4.297894554,6743,0,0,0,0,0,0,0
PKR,LIAW CHIN SIN,482,0,2004,SABAH,KAPAYAN,174-019,KALAH,11494,4.193492257,6743,0,0,0,0,0,0,0
PASOK,YEE CHEE MING,88,0,2004,SABAH,KAPAYAN,174-019,KALAH,11494,0.765616844,6743,0,0,0,0,0,0,0
BERSEKUTU,EDMUNDO APINES,87,0,2004,SABAH,KAPAYAN,174-019,KALAH,11494,0.756916652,6743,0,0,0,0,0,0,0
UPKO,PHILIP BENEDICT LASIMBANG,5692,2568,2004,SABAH,MOYOG,174-020,MENANG,9778,58.21231336,11332,0,0,0,0,0,0,0
IND,MORIS @ FRANCIS MIJI,3124,0,2004,SABAH,MOYOG,174-020,KALAH,9778,31.94927388,11332,0,0,0,0,0,0,0
DAP,JOMILLON MOJUNTIN @ CONRAD MOJUNTIN,760,0,2004,SABAH,MOYOG,174-020,KALAH,9778,7.772550624,11332,0,0,0,0,0,0,0
PASOK,ELSIE @ FELIESCIA BT SOLUMIN,202,0,2004,SABAH,MOYOG,174-020,KALAH,9778,2.065862139,11332,0,0,0,0,0,0,0
UMNO,GULAMHAIDAR @ YUSOF BIN KHAN BAHADAR,8213,6279,2004,SABAH,KAWANG,175-021,MENANG,10147,80.94017936,10399,0,0,0,0,0,0,0
PASOK,MAIJI JAIGUL,1934,0,2004,SABAH,KAWANG,175-021,KALAH,10147,19.05982064,10399,0,0,0,0,0,0,0
UMNO,ABDUL RAHIM B ISMAIL,0,0,2004,SABAH,PANTAI MANIS,175-022,MENANG,0,0.0,10018,0,0,0,0,0,0,0
UMNO,KARIM B BUJANG,4444,805,2004,SABAH,BONGAWAN,176-023,MENANG,8083,54.97958679,13543,0,0,0,0,0,0,0
IND,MD HARIS MD TAHIR,3639,0,2004,SABAH,BONGAWAN,176-023,KALAH,8083,45.02041321,13543,0,0,0,0,0,0,0
UMNO,MOHD ARIFIN B MOHD ARIF,4003,1743,2004,SABAH,MEMBAKUT,176-024,MENANG,6263,63.91505668,10461,0,0,0,0,0,0,0
PKR,AWANG TANGAH B AWANG AMIN,2260,0,2004,SABAH,MEMBAKUT,176-024,KALAH,6263,36.08494332,10461,0,0,0,0,0,0,0
UMNO,LAJIM B UKIM,0,0,2004,SABAH,KLIAS,177-025,MENANG,0,0.0,8639,0,0,0,0,0,0,0
IND,JOHAN@CHRISTOPHER B OT GHANI,5157,2018,2004,SABAH,KUALA PENYU,177-026,MENANG,9237,55.82981487,10506,0,0,0,0,0,0,0
UPKO,WENCES ANGANG @ JAMES,3139,0,2004,SABAH,KUALA PENYU,177-026,KALAH,9237,33.98289488,10506,0,0,0,0,0,0,0
IND,SAMAN B AHMAD,633,0,2004,SABAH,KUALA PENYU,177-026,MENANG,9237,6.85287431,10506,0,0,0,0,0,0,0
SETIA,GUAN DEE B KOH HOI,308,0,2004,SABAH,KUALA PENYU,177-026,KALAH,9237,3.334415936,10506,0,0,0,0,0,0,0
UMNO,SARINUM BT SADIKUN,4269,999,2004,SABAH,LUMADAN,178-027,MENANG,7539,56.62554715,10664,0,0,0,0,0,0,0
SETIA,DOLJIT B MUDA,3270,0,2004,SABAH,LUMADAN,178-027,KALAH,7539,43.37445285,10664,0,0,0,0,0,0,0
UMNO,SAPAWI B AMAT WASALI @ AHMAD,5073,1668,2004,SABAH,SINDUMIN,178-028,MENANG,8628,58.79694019,8683,0,0,0,0,0,0,0
IND,RAMLE B DUA,3405,0,2004,SABAH,SINDUMIN,178-028,KALAH,8628,39.46453408,8683,0,0,0,0,0,0,0
BERSEKUTU,SUMAYUNG USING,150,0,2004,SABAH,SINDUMIN,178-028,KALAH,8628,1.73852573,8683,0,0,0,0,0,0,0
PBS,JOACHIM GUNSALAM,3091,1997,2004,SABAH,KUNDASANG,179-029,MENANG,5708,54.15206727,12659,0,0,0,0,0,0,0
SETIA,KAIBI B LAIMAN,1094,0,2004,SABAH,KUNDASANG,179-029,KALAH,5708,19.16608269,12659,0,0,0,0,0,0,0
IND,ARIMIN B MOIDI,1075,0,2004,SABAH,KUNDASANG,179-029,KALAH,5708,18.83321654,12659,0,0,0,0,0,0,0
PKR,ASIDIN B TEILOK,448,0,2004,SABAH,KUNDASANG,179-029,KALAH,5708,7.848633497,12659,0,0,0,0,0,0,0
UMNO,MASIDI B MANJUN,6519,6106,2004,SABAH,KARANAAN,179-030,MENANG,7186,90.7180629,10883,0,0,0,0,0,0,0
IND,MOHD MIAN B MOHD ALI,413,0,2004,SABAH,KARANAAN,179-030,KALAH,7186,5.74728639,10883,0,0,0,0,0,0,0
SETIA,SUTIAN @ PHOULUS B KENDILONG,254,0,2004,SABAH,KARANAAN,179-030,KALAH,7186,3.53465071,10883,0,0,0,0,0,0,0
UPKO,EWON B EBIN,3224,1551,2004,SABAH,PAGINATAN,179-031,MENANG,5979,53.92206055,12562,0,0,0,0,0,0,0
IND,JANIMIN B SALIUN,1673,0,2004,SABAH,PAGINATAN,179-031,KALAH,5979,27.98126777,12562,0,0,0,0,0,0,0
IND,RAMLI B INDANG,937,0,2004,SABAH,PAGINATAN,179-031,KALAH,5979,15.67151698,12562,0,0,0,0,0,0,0
SETIA,HENDRY WAN KAUTING @ WEN,76,0,2004,SABAH,PAGINATAN,179-031,KALAH,5979,1.271115571,12562,0,0,0,0,0,0,0
IND,NAYON B GUDUMI,69,0,2004,SABAH,PAGINATAN,179-031,KALAH,5979,1.154039137,12562,0,0,0,0,0,0,0
PBS,JOSEPH PAIRIN KITINGAN,5297,3280,2004,SABAH,TAMBUNAN,180-032,MENANG,7314,72.42275089,13899,0,0,0,0,0,0,0
IND,NESTOR B JOANNES,2017,0,2004,SABAH,TAMBUNAN,180-032,KALAH,7314,27.57724911,13899,0,0,0,0,0,0,0
UPKO,JUSTIN GUKA,5353,3802,2004,SABAH,BINGKOR,180-033,MENANG,8334,64.23086153,9463,0,0,0,0,0,0,0
IND,RIBUS TINGADON,1551,0,2004,SABAH,BINGKOR,180-033,KALAH,8334,18.61051116,9463,0,0,0,0,0,0,0
IND,PETER ALLIUN,1283,0,2004,SABAH,BINGKOR,180-033,KALAH,8334,15.39476842,9463,0,0,0,0,0,0,0
IND,ANCHIS @ RAYNER FEANCIS B UDOG,147,0,2004,SABAH,BINGKOR,180-033,KALAH,8334,1.763858891,9463,0,0,0,0,0,0,0
UMNO,SAIRIN HJ KARNO,4709,3304,2004,SABAH,LIAWAN,180-034,MENANG,6590,71.45675266,12113,0,0,0,0,0,0,0
IND,LAWRENCE GIMBANG,1405,0,2004,SABAH,LIAWAN,180-034,KALAH,6590,21.32018209,12113,0,0,0,0,0,0,0
IND,PAUL B KADAU,476,0,2004,SABAH,LIAWAN,180-034,KALAH,6590,7.22306525,12113,0,0,0,0,0,0,0
PBS,RADIN MALEH,0,0,2004,SABAH,MELALAP,181-035,MENANG,0,0.0,16651,0,0,0,0,0,0,0
UMNO,RUBIN BALANG,4027,2511,2004,SABAH,KEMABONG,181-036,MENANG,7343,54.8413455,14624,0,0,0,0,0,0,0
IND,PETER @ PHILIP B LUNUK @ LONOK,1516,0,2004,SABAH,KEMABONG,181-036,KALAH,7343,20.64551273,14624,0,0,0,0,0,0,0
IND,LIMUN B LAIKIM,1319,0,2004,SABAH,KEMABONG,181-036,KALAH,7343,17.96268555,14624,0,0,0,0,0,0,0
IND,MUTANG @ SYLVESTER B DAWAT,446,0,2004,SABAH,KEMABONG,181-036,KALAH,7343,6.073811794,14624,0,0,0,0,0,0,0
IND,SIM B N C RIKIN,35,0,2004,SABAH,KEMABONG,181-036,KALAH,7343,0.476644423,14624,0,0,0,0,0,0,0
PBRS,JOSEPH KURUP,3973,395,2004,SABAH,SOOK,182-037,MENANG,7551,52.61554761,14439,0,0,0,0,0,0,0
IND,JEFFREY KITINGAN,3578,0,2004,SABAH,SOOK,182-037,KALAH,7551,47.38445239,14439,0,0,0,0,0,0,0
252,YAPILIN B NAWAWI,0,0,2004,SABAH,SOOK,182-037,KALAH,7551,0.0,14439,0,0,0,0,0,0,0
UPKO,BOBBEY AH FANG B SUAN,3478,2621,2004,SABAH,NABAWAN,182-038,MENANG,4335,80.23068051,18393,0,0,0,0,0,0,0
IND,GABRIEL UWING B AGUNSUNG,857,0,2004,SABAH,NABAWAN,182-038,KALAH,4335,19.76931949,18393,0,0,0,0,0,0,0
UMNO,SURADY B KAYONG,0,0,2004,SABAH,SUGUT,183-039,MENANG,0,0.0,14971,0,0,0,0,0,0,0
PBS,METAH @ MICHAEL B ASANG,0,0,2004,SABAH,LABUK,183-040,MENANG,0,0.0,16570,0,0,0,0,0,0,0
UMNO,ZAKARIA MOHD EDRIS,3679,2498,2004,SABAH,GUM-GUM,184-041,MENANG,4860,75.69958848,19152,0,0,0,0,0,0,0
PKR,ZAHARAH TAN,1181,0,2004,SABAH,GUM-GUM,184-041,KALAH,4860,24.30041152,19152,0,0,0,0,0,0,0
IND,LUE SUE SENG,19998,11330,2004,SABAH,SUNGAI SIBUGA,184-042,MENANG,29081,68.76654861,11369,0,0,0,0,0,0,0
UMNO,MUSA B AMAN,8668,0,2004,SABAH,SUNGAI SIBUGA,184-042,KALAH,29081,29.80640281,11369,0,0,0,0,0,0,0
PAS,ABDULGANI B KOSUI,415,0,2004,SABAH,SUNGAI SIBUGA,184-042,KALAH,29081,1.427048588,11369,0,0,0,0,0,0,0
UMNO,SAMSUDIN B YAHYA,0,0,2004,SABAH,SEKONG,185-043,MENANG,0,0.0,15182,0,0,0,0,0,0,0
LDP,WONG LIEN TAT,4843,1579,2004,SABAH,KARAMUNTING,185-044,MENANG,8509,56.91620637,17770,0,0,0,0,0,0,0
IND,SAK CHEONG YU,3264,0,2004,SABAH,KARAMUNTING,185-044,KALAH,8509,38.35938418,17770,0,0,0,0,0,0,0
PKR,CHIN VUI KEONG,402,0,2004,SABAH,KARAMUNTING,185-044,KALAH,8509,4.724409449,17770,0,0,0,0,0,0,0
SAPP,AU KAM WAH,8095,6978,2004,SABAH,ELOPURA,186-045,MENANG,10040,80.62749004,16757,0,0,0,0,0,0,0
PASOK,LIAW TECK KING,1117,0,2004,SABAH,ELOPURA,186-045,KALAH,10040,11.12549801,16757,0,0,0,0,0,0,0
IND,HJ MOHD AMRAN B SAIDIN,828,0,2004,SABAH,ELOPURA,186-045,KALAH,10040,8.247011952,16757,0,0,0,0,0,0,0
SAPP,RAYMOND TAN SHU KIAH,0,0,2004,SABAH,TANJONG PAPAT,186-046,MENANG,0,0.0,9461,0,0,0,0,0,0,0
